metric,judgement,word1,word2,pos
0.8888888888888888,7.08,band,orchestra,n
1.0,5.0,book,bible,n
0.8888888888888888,7.02,business,industry,n
0.8235294117647058,6.27,winter,season,n
0.9090909090909091,3.48,decade,century,n
0.9,8.65,alcohol,gin,n
0.8571428571428571,2.67,hat,coat,n
0.9230769230769231,3.33,window,door,n
0.875,3.57,arm,wrist,n
0.9230769230769231,5.8,house,apartment,n
0.875,6.27,glass,crystal,n
0.9,5.15,wine,brandy,n
1.0,9.62,creator,maker,n
0.875,3.33,dinner,breakfast,n
0.875,3.72,arm,muscle,n
0.9,8.57,bubble,suds,n
0.875,3.33,bread,flour,n
0.47058823529411764,5.8,death,tragedy,n
0.875,0.4,absence,presence,n
0.8888888888888888,5.68,gun,cannon,n
0.875,4.57,grass,blade,n
0.8571428571428571,1.67,ball,basket,n
0.5333333333333333,1.67,hose,garden,n
0.9166666666666666,7.5,boy,kid,n
0.8888888888888888,2.95,church,choir,n
0.625,3.02,clothes,drawer,n
0.7692307692307693,1.9,tower,bell,n
0.96,7.07,father,parent,n
0.875,4.42,school,grade,n
0.8695652173913043,5.37,parent,adult,n
0.7142857142857143,1.9,bar,jail,n
0.4,3.4,car,highway,n
0.2727272727272727,6.25,dictionary,definition,n
0.8333333333333334,1.97,door,cellar,n
0.8888888888888888,5.95,army,legion,n
0.8571428571428571,7.25,metal,aluminum,n
0.8571428571428571,6.67,chair,bench,n
0.875,6.0,cloud,fog,n
1.0,6.75,boy,son,n
0.8235294117647058,6.47,water,ice,n
0.8333333333333334,3.02,bed,blanket,n
1.0,9.35,attorney,lawyer,n
0.875,8.33,area,zone,n
0.8888888888888888,9.02,business,company,n
0.7692307692307693,5.87,clothes,fabric,n
0.8571428571428571,7.15,sweater,jacket,n
0.5882352941176471,6.67,money,capital,n
0.8888888888888888,4.17,hand,foot,n
0.9,6.73,alcohol,cocktail,n
0.8888888888888888,3.78,yard,inch,n
1.0,6.45,molecule,atom,n
0.8571428571428571,4.28,lens,camera,n
0.875,7.15,meal,dinner,n
0.7272727272727273,3.55,eye,tear,n
0.9090909090909091,1.8,god,devil,n
0.9473684210526315,3.1,loop,belt,n
0.9090909090909091,7.78,rat,mouse,n
0.875,8.65,motor,engine,n
0.9090909090909091,7.42,car,cab,n
0.9523809523809523,6.75,cat,lion,n
0.9166666666666666,6.33,size,magnitude,n
0.7619047619047619,1.03,reality,fantasy,n
0.9230769230769231,5.25,door,gate,n
0.8695652173913043,5.95,cat,pet,n
0.8571428571428571,6.42,tin,aluminum,n
0.9411764705882353,4.17,bone,jaw,n
0.8888888888888888,3.75,cereal,wheat,n
0.8333333333333334,1.9,house,key,n
0.6666666666666666,4.28,blood,flesh,n
0.8333333333333334,3.73,door,corridor,n
0.8888888888888888,7.3,god,spirit,n
0.9166666666666666,7.62,capability,competence,n
0.9166666666666666,8.97,abundance,plenty,n
0.8571428571428571,6.67,sofa,chair,n
0.7692307692307693,4.68,wall,brick,n
0.875,2.68,horn,drum,n
0.875,6.15,organ,liver,n
0.9166666666666666,7.07,strength,might,n
0.875,5.48,phrase,word,n
0.875,3.92,band,parade,n
0.875,5.9,stomach,waist,n
0.8235294117647058,5.6,cloud,storm,n
0.6666666666666666,5.0,joy,pride,n
0.9,6.17,noise,rattle,n
0.4,5.97,rain,mist,n
0.8421052631578947,5.42,beer,beverage,n
0.9090909090909091,3.92,man,uncle,n
0.7777777777777778,2.88,apple,juice,n
0.88,6.5,intelligence,logic,n
0.875,7.47,communication,language,n
0.8888888888888888,6.83,mink,fur,n
0.875,7.85,mob,crowd,n
0.875,8.83,shore,coast,n
0.8571428571428571,7.62,wire,cord,n
0.9,6.58,bird,turkey,n
0.8571428571428571,7.3,bed,crib,n
0.9166666666666666,7.5,competence,ability,n
0.875,7.32,cloud,haze,n
0.875,7.53,supper,meal,n
0.8333333333333334,2.8,bar,cage,n
0.8235294117647058,1.3,water,salt,n
0.8235294117647058,7.68,sense,intuition,n
0.8333333333333334,6.58,situation,condition,n
0.9,7.53,crime,theft,n
1.0,8.5,style,fashion,n
0.8888888888888888,9.08,boundary,border,n
0.875,4.05,arm,body,n
0.8,2.37,boat,car,n
0.875,6.3,sandwich,lunch,n
0.9090909090909091,2.8,bride,princess,n
0.8888888888888888,8.78,heroine,hero,n
0.6666666666666666,1.13,car,gauge,n
0.9,6.07,insect,bee,n
0.8571428571428571,8.55,crib,cradle,n
0.7368421052631579,3.05,animal,person,n
0.7777777777777778,6.5,marijuana,herb,n
0.5714285714285714,0.92,bed,hospital,n
0.875,4.52,cheek,tongue,n
0.75,3.2,disc,computer,n
0.8571428571428571,3.33,curve,angle,n
0.7058823529411765,5.0,grass,moss,n
0.8888888888888888,1.13,school,law,n
0.8888888888888888,2.3,foot,head,n
0.8695652173913043,6.5,mother,guardian,n
0.9230769230769231,8.27,orthodontist,dentist,n
0.9,7.27,alcohol,whiskey,n
0.875,6.3,mouth,tooth,n
0.875,4.37,breakfast,bacon,n
0.9230769230769231,3.4,bathroom,bedroom,n
0.9,5.23,plate,bowl,n
0.875,5.8,meat,bacon,n
0.7777777777777778,3.63,air,helium,n
0.9090909090909091,5.37,worker,employer,n
0.875,4.45,body,chest,n
0.9166666666666666,3.82,son,father,n
0.6666666666666666,1.08,heart,surgery,n
0.9090909090909091,1.98,woman,secretary,n
0.9090909090909091,4.83,man,father,n
0.8,5.6,beach,island,n
0.9,5.0,story,topic,n
0.875,3.42,game,fun,n
0.8333333333333334,4.0,weekend,week,n
1.0,8.33,couple,pair,n
0.9166666666666666,5.72,woman,wife,n
0.88,4.77,sheep,cattle,n
1.0,8.33,purse,bag,n
0.7407407407407407,2.42,ceiling,cathedral,n
0.9,5.15,bean,coffee,n
0.8571428571428571,2.88,wood,paper,n
0.8888888888888888,1.9,top,side,n
0.9,5.65,crime,fraud,n
0.7058823529411765,5.38,pain,harm,n
0.8695652173913043,5.97,lover,companion,n
0.8571428571428571,7.78,evening,dusk,n
0.9166666666666666,2.62,father,daughter,n
0.9,7.85,wine,liquor,n
0.9090909090909091,2.93,cow,goat,n
1.0,7.7,belief,opinion,n
0.875,1.42,reality,illusion,n
0.631578947368421,9.02,pact,agreement,n
0.8,1.27,wealth,poverty,n
0.875,4.93,accident,emergency,n
0.6666666666666666,7.22,battle,conquest,n
0.8695652173913043,2.62,friend,teacher,n
0.6666666666666666,6.9,illness,infection,n
0.875,2.32,game,trick,n
0.9166666666666666,3.48,brother,son,n
0.9166666666666666,3.1,aunt,nephew,n
0.8695652173913043,4.92,worker,mechanic,n
0.9230769230769231,5.58,doctor,orthodontist,n
0.8888888888888888,6.03,oak,maple,n
0.9,3.27,bee,queen,n
0.875,3.47,car,bicycle,n
0.7058823529411765,5.83,goal,quest,n
0.875,5.53,august,month,n
0.8888888888888888,5.08,army,squad,n
0.8235294117647058,4.87,cloud,weather,n
1.0,8.88,physician,doctor,n
0.875,6.75,canyon,valley,n
0.75,1.67,river,valley,n
0.7058823529411765,2.27,sun,sky,n
0.6666666666666666,3.25,target,arrow,n
0.875,2.27,chocolate,pie,n
0.8333333333333334,7.85,circumstance,situation,n
0.875,5.43,opinion,choice,n
0.8181818181818182,6.12,rhythm,melody,n
0.8235294117647058,4.93,gut,nerve,n
0.8333333333333334,5.47,day,dawn,n
0.9629629629629629,7.03,cattle,beef,n
0.88,4.65,doctor,professor,n
0.875,3.65,arm,vein,n
0.9230769230769231,3.33,room,bath,n
0.8888888888888888,9.02,corporation,business,n
0.42857142857142855,1.97,fun,football,n
0.8,4.28,hill,cliff,n
0.875,3.82,bone,ankle,n
0.7777777777777778,2.08,apple,candy,n
0.9090909090909091,5.58,helper,maid,n
0.9090909090909091,7.27,leader,manager,n
0.7777777777777778,1.6,lemon,tea,n
0.9,2.78,bee,ant,n
0.8695652173913043,4.92,basketball,baseball,n
0.7777777777777778,2.72,rice,bean,n
0.8571428571428571,6.08,bed,furniture,n
0.875,7.72,emotion,passion,n
0.875,7.93,anarchy,chaos,n
0.9,7.12,crime,violation,n
0.875,5.58,machine,engine,n
0.8,4.68,beach,sea,n
0.8333333333333334,1.53,alley,bowl,n
0.9,7.83,jar,bottle,n
0.9166666666666666,5.28,strength,capability,n
0.8,3.48,seed,mustard,n
0.875,3.78,guitar,drum,n
0.8888888888888888,5.7,opinion,idea,n
0.8888888888888888,3.63,north,west,n
0.875,2.98,diet,salad,n
0.9166666666666666,3.02,mother,wife,n
0.8888888888888888,3.55,dad,mother,n
0.9166666666666666,5.0,captain,sailor,n
0.8888888888888888,5.6,meter,yard,n
0.9,4.45,beer,champagne,n
0.6666666666666666,2.57,motor,boat,n
0.8,1.97,card,bridge,n
0.8888888888888888,4.92,science,psychology,n
0.9090909090909091,1.6,sinner,saint,n
0.7058823529411765,0.98,destruction,construction,n
1.0,7.42,crowd,bunch,n
0.8,3.77,beach,reef,n
0.9090909090909091,4.13,man,child,n
0.8235294117647058,1.95,bread,cheese,n
0.9090909090909091,8.73,champion,winner,n
0.875,7.72,celebration,ceremony,n
0.631578947368421,3.62,menu,order,n
0.9090909090909091,3.27,king,princess,n
0.5555555555555556,6.07,wealth,prestige,n
0.8,6.58,endurance,strength,n
0.875,8.78,danger,threat,n
0.9090909090909091,4.5,god,priest,n
0.8888888888888888,3.13,men,fraternity,n
0.9230769230769231,8.65,buddy,companion,n
0.8695652173913043,4.28,teacher,helper,n
0.875,3.93,body,stomach,n
0.875,3.1,tongue,throat,n
0.7142857142857143,1.38,house,carpet,n
0.9166666666666666,5.35,intelligence,skill,n
0.47058823529411764,4.72,journey,conquest,n
0.9090909090909091,1.23,god,prey,n
0.9090909090909091,0.97,brother,soul,n
1.0,9.05,adversary,opponent,n
0.5,4.13,death,catastrophe,n
1.0,6.95,monster,demon,n
0.8333333333333334,4.87,day,morning,n
0.9090909090909091,1.9,man,victor,n
0.8695652173913043,3.88,friend,guy,n
0.7368421052631579,3.97,song,story,n
0.8888888888888888,6.83,ray,sunshine,n
0.9166666666666666,5.83,guy,stud,n
0.8235294117647058,1.43,chicken,rice,n
0.7692307692307693,1.32,box,elevator,n
0.7368421052631579,1.22,butter,potato,n
0.4,1.28,apartment,furniture,n
0.75,4.92,lake,swamp,n
0.7777777777777778,1.13,salad,vinegar,n
0.8888888888888888,4.48,flower,bulb,n
0.875,6.67,cloud,mist,n
0.8695652173913043,6.28,driver,pilot,n
0.8888888888888888,5.13,sugar,honey,n
0.875,2.88,body,shoulder,n
0.8235294117647058,3.55,idea,image,n
0.9166666666666666,4.2,father,brother,n
0.7692307692307693,5.87,moon,planet,n
0.7692307692307693,2.32,ball,costume,n
0.9,5.22,rail,fence,n
0.5714285714285714,2.35,room,bed,n
0.8235294117647058,4.25,flower,bush,n
0.875,4.17,bone,knee,n
0.875,2.75,arm,knee,n
0.875,2.63,bottom,side,n
0.875,5.15,vessel,vein,n
0.9,2.37,cat,rabbit,n
0.875,2.35,meat,sandwich,n
0.875,5.08,belief,concept,n
0.5882352941176471,5.9,intelligence,insight,n
0.7619047619047619,7.22,attention,interest,n
0.5882352941176471,4.35,attitude,confidence,n
0.8888888888888888,7.05,right,justice,n
0.9166666666666666,1.45,argument,agreement,n
0.8148148148148148,6.12,depth,magnitude,n
0.6153846153846154,3.65,medium,news,n
0.9090909090909091,2.78,winner,candidate,n
0.875,5.08,birthday,date,n
0.8888888888888888,7.15,fee,payment,n
0.3157894736842105,5.15,bible,hymn,n
0.36363636363636365,5.5,exit,doorway,n
0.8695652173913043,3.25,man,sentry,n
0.8333333333333334,6.35,aisle,hall,n
0.9,6.28,whiskey,gin,n
0.6666666666666666,3.4,blood,marrow,n
0.625,1.23,oil,mink,n
0.8333333333333334,5.55,floor,deck,n
0.9230769230769231,2.62,roof,floor,n
0.9230769230769231,1.67,door,floor,n
0.875,3.42,shoulder,head,n
0.875,7.7,wagon,carriage,n
0.875,5.13,car,carriage,n
0.875,3.13,elbow,ankle,n
0.5555555555555556,4.02,wealth,fame,n
0.875,4.77,sorrow,shame,n
0.8888888888888888,7.25,administration,management,n
0.875,8.02,communication,conversation,n
0.7777777777777778,4.25,pollution,atmosphere,n
0.8421052631578947,5.33,anatomy,biology,n
0.875,3.12,college,profession,n
0.8421052631578947,2.07,book,topic,n
0.9166666666666666,7.95,formula,equation,n
0.8888888888888888,5.0,book,information,n
0.9166666666666666,1.9,boy,partner,n
0.5714285714285714,4.68,sky,universe,n
0.8333333333333334,7.68,population,people,n
0.8888888888888888,4.13,college,class,n
0.9090909090909091,4.85,chief,mayor,n
0.9090909090909091,7.62,rabbi,minister,n
0.8888888888888888,5.08,meter,inch,n
0.8333333333333334,5.63,polyester,cotton,n
0.8695652173913043,1.88,lawyer,banker,n
0.875,6.58,violin,instrument,n
0.9230769230769231,4.2,camp,cabin,n
0.8571428571428571,2.53,pot,appliance,n
0.8333333333333334,7.47,linen,fabric,n
0.9,5.33,whiskey,champagne,n
0.9166666666666666,5.38,girl,child,n
0.9230769230769231,7.72,cottage,cabin,n
0.9,7.03,bird,hen,n
1.0,8.1,racket,noise,n
0.8333333333333334,5.98,sunset,evening,n
0.8888888888888888,9.17,drizzle,rain,n
0.9090909090909091,2.22,adult,baby,n
0.8888888888888888,7.63,charcoal,coal,n
0.875,4.78,body,spine,n
0.8888888888888888,2.47,head,nail,n
0.7692307692307693,8.05,log,timber,n
0.9,2.02,spoon,cup,n
0.8235294117647058,3.13,body,nerve,n
0.8695652173913043,5.32,man,husband,n
0.875,2.53,bone,neck,n
0.875,6.5,frustration,anger,n
0.875,5.72,river,sea,n
1.0,8.87,task,job,n
1.0,5.23,club,society,n
0.8888888888888888,7.27,reflection,image,n
0.9090909090909091,5.92,prince,king,n
0.7777777777777778,5.48,snow,weather,n
0.8235294117647058,2.2,people,party,n
0.9166666666666666,6.67,boy,brother,n
0.8,3.55,root,grass,n
0.875,3.82,brow,eye,n
0.625,2.1,money,pearl,n
0.5263157894736842,3.42,money,diamond,n
0.8571428571428571,6.47,vehicle,bus,n
0.875,5.6,cab,bus,n
0.8333333333333334,4.33,house,barn,n
0.8888888888888888,3.33,finger,palm,n
0.7368421052631579,0.95,car,bridge,n
0.875,4.45,effort,difficulty,n
0.75,4.77,fact,insight,n
0.75,3.97,job,management,n
0.6666666666666666,7.93,cancer,sickness,n
0.5714285714285714,2.47,word,newspaper,n
0.9090909090909091,6.58,composer,writer,n
0.9090909090909091,4.52,actor,singer,n
0.8333333333333334,6.47,shelter,hut,n
0.9230769230769231,3.1,bathroom,kitchen,n
0.5263157894736842,6.53,cabin,hut,n
0.9230769230769231,1.67,door,kitchen,n
0.875,7.07,value,belief,n
0.9166666666666666,7.47,wisdom,intelligence,n
0.5882352941176471,1.5,ignorance,intelligence,n
0.6666666666666666,2.38,happiness,luck,n
0.8235294117647058,6.75,idea,scheme,n
0.875,8.12,mood,emotion,n
0.56,6.03,happiness,peace,n
0.5263157894736842,7.22,despair,misery,n
0.8235294117647058,3.97,logic,arithmetic,n
0.9166666666666666,1.03,denial,confession,n
0.8421052631578947,5.08,argument,criticism,n
1.0,8.48,aggression,hostility,n
0.6666666666666666,6.33,hysteria,confusion,n
0.5882352941176471,3.17,chemistry,theory,n
0.8235294117647058,3.33,trial,verdict,n
0.75,5.8,comfort,safety,n
0.4,3.12,confidence,self,n
0.8421052631578947,6.88,vision,perception,n
0.6153846153846154,5.4,era,decade,n
0.35294117647058826,1.38,biography,fiction,n
0.875,5.48,discussion,argument,n
0.5882352941176471,6.03,code,symbol,n
0.5714285714285714,3.0,danger,disease,n
0.875,5.9,accident,catastrophe,n
0.8888888888888888,8.88,journey,trip,n
0.875,7.15,activity,movement,n
0.7777777777777778,5.22,gossip,news,n
0.9090909090909091,3.57,father,god,n
0.875,5.45,action,course,n
0.5,7.65,fever,illness,n
0.9166666666666666,8.18,aviation,flight,n
0.875,4.85,game,action,n
0.625,3.05,molecule,air,n
0.8333333333333334,2.58,home,state,n
0.875,4.77,word,literature,n
0.9090909090909091,6.9,adult,guardian,n
0.6666666666666666,5.65,newspaper,information,n
0.5,5.6,communication,television,n
0.9166666666666666,4.63,cousin,uncle,n
0.9090909090909091,1.6,author,reader,n
0.8695652173913043,3.57,guy,partner,n
0.8333333333333334,2.07,area,corner,n
0.9,7.53,ballad,song,n
0.8333333333333334,2.62,wall,decoration,n
0.5714285714285714,2.92,word,page,n
0.8695652173913043,2.08,nurse,scientist,n
0.9090909090909091,7.38,politician,president,n
0.9090909090909091,5.68,president,mayor,n
0.875,4.72,book,essay,n
0.9090909090909091,4.72,man,warrior,n
0.8421052631578947,6.18,article,journal,n
0.875,4.4,breakfast,supper,n
0.75,3.93,crowd,parade,n
0.7692307692307693,6.75,aisle,hallway,n
0.8695652173913043,4.37,teacher,rabbi,n
0.8888888888888888,1.43,hip,lip,n
0.9,5.43,book,article,n
0.9230769230769231,4.58,room,cell,n
0.8,3.8,box,booth,n
0.9166666666666666,4.17,daughter,kid,n
0.875,6.9,limb,leg,n
0.875,2.7,liver,lung,n
0.4,2.0,classroom,hallway,n
0.875,3.73,mountain,ledge,n
0.6666666666666666,1.03,car,elevator,n
0.8571428571428571,3.42,bed,couch,n
0.7692307692307693,2.3,clothes,button,n
0.8571428571428571,5.35,clothes,coat,n
0.875,6.17,kidney,organ,n
0.7,1.43,apple,sauce,n
0.875,3.73,chicken,steak,n
0.6666666666666666,0.87,car,hose,n
0.9,7.5,tobacco,cigarette,n
0.88,1.95,student,professor,n
0.9166666666666666,5.0,baby,daughter,n
0.47058823529411764,6.03,pipe,cigar,n
0.9,4.05,milk,juice,n
0.5,1.25,box,cigar,n
0.8888888888888888,3.33,apartment,hotel,n
0.8888888888888888,3.17,cup,cone,n
0.75,3.02,horse,ox,n
0.875,2.8,throat,nose,n
0.9411764705882353,4.17,bone,teeth,n
0.875,3.78,bone,elbow,n
0.7777777777777778,1.22,bacon,bean,n
0.9,5.13,cup,jar,n
0.8888888888888888,7.3,proof,fact,n
1.0,6.75,appointment,engagement,n
0.5714285714285714,1.67,birthday,year,n
0.8888888888888888,2.53,word,clue,n
0.9090909090909091,8.02,author,creator,n
0.8571428571428571,3.1,atom,carbon,n
0.9,7.05,archbishop,bishop,n
0.7058823529411765,4.0,letter,paragraph,n
0.5714285714285714,3.03,page,paragraph,n
0.8,7.08,steeple,chapel,n
0.875,3.65,muscle,bone,n
0.875,5.0,muscle,tongue,n
0.8333333333333334,2.15,boy,soldier,n
1.0,8.13,belly,abdomen,n
0.8333333333333334,3.33,guy,girl,n
0.8571428571428571,3.5,bed,chair,n
0.8571428571428571,5.15,clothes,jacket,n
0.8235294117647058,3.65,gun,knife,n
0.8571428571428571,5.63,tin,metal,n
0.7142857142857143,7.93,bottle,container,n
0.9,6.13,hen,turkey,n
0.875,1.67,meat,bread,n
0.875,3.83,arm,bone,n
0.875,5.32,neck,spine,n
0.9,4.05,apple,lemon,n
0.75,7.63,agony,grief,n
0.8888888888888888,8.7,assignment,task,n
0.8333333333333334,2.95,night,dawn,n
0.8,3.72,dinner,soup,n
0.7777777777777778,4.93,calf,bull,n
0.7777777777777778,4.8,snow,storm,n
0.8888888888888888,3.42,nail,hand,n
0.8571428571428571,2.38,dog,horse,n
0.875,1.58,arm,neck,n
0.8571428571428571,1.75,ball,glove,n
0.631578947368421,6.08,flu,fever,n
0.8888888888888888,3.72,fee,salary,n
0.8235294117647058,3.88,nerve,brain,n
1.0,7.83,beast,animal,n
0.875,2.85,dinner,chicken,n
0.9166666666666666,2.93,girl,maid,n
0.9166666666666666,5.75,child,boy,n
0.9,7.42,alcohol,wine,n
0.875,3.73,nose,mouth,n
0.5,2.38,street,car,n
0.8333333333333334,2.2,bell,door,n
0.7692307692307693,1.3,box,hat,n
1.0,5.95,belief,impression,n
0.8235294117647058,5.6,bias,opinion,n
0.6086956521739131,8.73,attention,awareness,n
0.875,4.1,anger,mood,n
0.8888888888888888,5.72,elegance,style,n
0.64,1.58,beauty,age,n
0.9,2.58,book,theme,n
0.8695652173913043,2.53,friend,mother,n
0.75,5.55,vitamin,iron,n
0.38095238095238093,2.75,car,factory,n
0.631578947368421,2.45,pact,condition,n
0.5714285714285714,0.48,chapter,choice,n
0.7058823529411765,2.35,arithmetic,rhythm,n
0.42105263157894735,1.08,winner,presence,n
0.375,0.4,belief,flower,n
0.4444444444444444,3.23,winner,goal,n
0.5714285714285714,0.48,trick,size,n
0.625,0.98,choice,vein,n
0.3157894736842105,0.68,hymn,conquest,n
